name,vina_score,pose_centroid_x,pose_centroid_y,pose_centroid_z,out_pdbqt
acetoxy_benzamidine,-6.1,1.9561180555555557,15.667625,22.24624305555556,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/acetoxy_benzamidine_out.pdbqt
propionyl_benzamidine,-6.2,1.6535555555555561,16.02629861111111,23.68713888888888,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/propionyl_benzamidine_out.pdbqt
acryloyl_benzamidine,-6.3,4.296562499999998,16.746611111111118,18.70333333333334,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/acryloyl_benzamidine_out.pdbqt
trifluoromethoxy_benzamidine,-6.2,4.157169934640522,17.41919607843138,21.514738562091505,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/trifluoromethoxy_benzamidine_out.pdbqt
sulfonyl_benzamidine,-5.9,4.665590277777778,16.711652777777783,24.013798611111106,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/sulfonyl_benzamidine_out.pdbqt
methyl_hydroxy_benzamidine,-6.1,2.3742444444444444,18.194333333333322,31.382029629629645,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/methyl_hydroxy_benzamidine_out.pdbqt
chloro_hydroxy_benzamidine,-6.1,1.4240740740740743,18.538133333333338,30.138000000000016,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/chloro_hydroxy_benzamidine_out.pdbqt
fluoro_hydroxy_benzamidine,-6.2,3.5560814814814807,19.43017777777778,27.157177777777783,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/fluoro_hydroxy_benzamidine_out.pdbqt
bromo_hydroxy_benzamidine,-5.9,4.147548148148148,17.824859259259274,27.836451851851855,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/bromo_hydroxy_benzamidine_out.pdbqt
methoxy_hydroxy_benzamidine,-6.2,1.7402430555555548,18.939451388888884,28.87135416666667,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/methoxy_hydroxy_benzamidine_out.pdbqt
trimethoxy_benzamidine,-5.3,1.1441728395061739,15.36001851851852,22.25538888888888,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/trimethoxy_benzamidine_out.pdbqt
trihydroxy_benzamidine,-6.1,7.080185185185186,18.09787654320988,29.39336419753087,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/trihydroxy_benzamidine_out.pdbqt
bis_trifluoromethyl_benzamidine,-7.1,3.444083333333334,16.523505555555563,18.0547,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/bis_trifluoromethyl_benzamidine_out.pdbqt
bis_chloro_benzamidine,-5.4,4.448119047619048,16.604984126984117,22.74273015873016,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/bis_chloro_benzamidine_out.pdbqt
bis_methyl_benzamidine,-5.7,2.727698412698412,20.552619047619054,22.495460317460314,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/bis_methyl_benzamidine_out.pdbqt
naphthyl1_benzamidine,-6.5,3.97379861111111,15.472680555555549,24.43972916666668,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/naphthyl1_benzamidine_out.pdbqt
naphthyl2_benzamidine,-6.4,1.4842291666666652,15.991569444444432,19.10305555555556,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/naphthyl2_benzamidine_out.pdbqt
naphthyl4_benzamidine,-8.4,1.0497020202020202,15.829070707070716,20.25608585858585,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/naphthyl4_benzamidine_out.pdbqt
pyridyl2_benzamidine,-6.6,1.6572283950617273,16.426796296296295,22.285703703703707,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyridyl2_benzamidine_out.pdbqt
pyridyl3_benzamidine,-6.6,2.2367654320987658,16.2335061728395,20.366839506172838,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyridyl3_benzamidine_out.pdbqt
pyridyl4_benzamidine,-6.7,2.8305802469135806,16.5947160493827,21.856629629629623,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyridyl4_benzamidine_out.pdbqt
isoquinolinyl_benzamidine,-7.5,-0.9560000000000003,15.322323232323232,20.967878787878785,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/isoquinolinyl_benzamidine_out.pdbqt
indolyl_benzamidine,-7.3,1.0794603174603183,16.05556084656084,20.044037037037036,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/indolyl_benzamidine_out.pdbqt
benzimidazolyl_benzamidine,-8.2,0.2607272727272731,15.802333333333342,20.765398989898976,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/benzimidazolyl_benzamidine_out.pdbqt
phenethyl_benzamidine,-7.6,2.8721222222222234,16.712577777777774,18.92522777777779,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/phenethyl_benzamidine_out.pdbqt
cyclopropyl_benzamidine,-6.0,5.426570370370371,17.326718518518522,23.65866666666666,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/cyclopropyl_benzamidine_out.pdbqt
cyclobutyl_benzamidine,-6.4,2.6383125000000005,16.10109027777777,19.855583333333332,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/cyclobutyl_benzamidine_out.pdbqt
cyclopentyl_benzamidine,-6.9,4.925464052287582,16.84922222222222,21.286960784313735,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/cyclopentyl_benzamidine_out.pdbqt
cyclohexylmethyl_benzamidine,-7.0,4.195672514619881,16.865643274853785,19.388339181286554,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/cyclohexylmethyl_benzamidine_out.pdbqt
isobutyl_benzamidine,-6.1,3.9073819444444444,16.87531944444445,21.05759722222223,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/isobutyl_benzamidine_out.pdbqt
secbutyl_benzamidine,-6.3,4.514180555555556,17.173659722222215,21.48168750000001,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/secbutyl_benzamidine_out.pdbqt
neopentyl_benzamidine,-5.6,4.19148366013072,16.971522875816987,20.636699346405223,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/neopentyl_benzamidine_out.pdbqt
trifluoroethyl_benzamidine,-6.0,4.647722222222222,17.377979166666663,22.966291666666663,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/trifluoroethyl_benzamidine_out.pdbqt
difluoromethyl_benzamidine,-5.8,5.313611111111112,17.894603174603173,23.835603174603172,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/difluoromethyl_benzamidine_out.pdbqt
carboxamide_benzamidine,-6.6,3.902150326797387,16.390392156862735,26.663679738562095,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/carboxamide_benzamidine_out.pdbqt
sulfonamide4_benzamidine,-5.8,2.2089074074074073,15.273154320987652,23.512209876543203,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/sulfonamide4_benzamidine_out.pdbqt
sulfonamide3_benzamidine,-6.1,1.0044074074074063,15.703728395061733,22.821253086419755,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/sulfonamide3_benzamidine_out.pdbqt
phosphonate4_benzamidine,-6.3,3.789631578947368,16.077157894736846,24.0636081871345,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/phosphonate4_benzamidine_out.pdbqt
phosphonate3_benzamidine,-6.6,4.686842105263159,16.905947368421053,25.719900584795322,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/phosphonate3_benzamidine_out.pdbqt
aminosulfonylmethyl_benzamidine,-6.4,3.668637426900586,16.039590643274853,24.30036842105264,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/aminosulfonylmethyl_benzamidine_out.pdbqt
carboxymethyl_benzamidine,-6.2,2.626006535947712,16.796261437908477,20.02308496732028,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/carboxymethyl_benzamidine_out.pdbqt
nitro_benzamidine,-6.0,3.8939851851851843,16.621792592592595,26.61631851851851,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/nitro_benzamidine_out.pdbqt
dinitro_benzamidine,-5.9,3.5719259259259246,16.82758024691357,18.559629629629622,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/dinitro_benzamidine_out.pdbqt
ethynyl_benzamidine,-5.7,4.933492063492063,16.37989682539683,27.38276984126985,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/ethynyl_benzamidine_out.pdbqt
isopropenyl_benzamidine,-6.0,3.5722962962962965,15.722600000000003,23.28613333333334,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/isopropenyl_benzamidine_out.pdbqt
styryl_benzamidine,-7.4,0.06807222222222184,15.687994444444444,20.875511111111106,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/styryl_benzamidine_out.pdbqt
difluoromethoxy_benzamidine,-6.1,5.831187500000003,16.95199305555556,27.786986111111112,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/difluoromethoxy_benzamidine_out.pdbqt
pentafluorosulfanyl_benzamidine,-6.2,3.5449567901234578,16.510469135802477,18.52579012345678,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pentafluorosulfanyl_benzamidine_out.pdbqt
methylsulfonyl_benzamidine,-5.6,2.5999236111111106,15.917673611111105,22.010770833333336,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/methylsulfonyl_benzamidine_out.pdbqt
methylsulfinyl_benzamidine,-5.8,3.8439111111111113,17.090600000000002,25.12548888888888,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/methylsulfinyl_benzamidine_out.pdbqt
ethylthio_benzamidine,-5.7,3.4958,15.68785185185185,25.89280740740741,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/ethylthio_benzamidine_out.pdbqt
thiomethyl_benzamidine,-5.7,5.154357142857143,16.301380952380956,28.239436507936503,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/thiomethyl_benzamidine_out.pdbqt
sulfonyl_fluoride_benzamidine,-5.7,3.6160277777777785,17.071729166666657,24.490208333333324,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/sulfonyl_fluoride_benzamidine_out.pdbqt
boronic_benzamidine,,,,,
azido_benzamidine,-6.4,1.4775763888888898,15.081069444444442,24.72731944444446,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/azido_benzamidine_out.pdbqt
triflate_benzamidine,-6.9,4.151166666666664,16.713011111111108,19.483655555555558,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/triflate_benzamidine_out.pdbqt
mesyloxy_benzamidine,-6.1,1.3035228758169932,16.069032679738548,20.288372549019613,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/mesyloxy_benzamidine_out.pdbqt
methoxycarbonyl_benzamidine,-6.1,3.5864305555555567,15.571840277777776,26.096805555555566,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/methoxycarbonyl_benzamidine_out.pdbqt
ethoxycarbonyl_benzamidine,-6.2,2.8731568627450987,16.097385620915038,21.91809803921568,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/ethoxycarbonyl_benzamidine_out.pdbqt
dihydroxy_benzamidine,-6.0,4.091555555555554,20.48169444444444,33.16871527777778,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/dihydroxy_benzamidine_out.pdbqt
dimethoxy_benzamidine,-5.4,0.7207638888888889,18.95429166666667,23.112611111111097,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/dimethoxy_benzamidine_out.pdbqt
hydroxymethyl_benzamidine,-6.0,4.42317037037037,15.995088888888889,30.059340740740744,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/hydroxymethyl_benzamidine_out.pdbqt
acetamidomethyl_benzamidine,-6.8,0.98917901234568,16.10037654320987,20.939907407407404,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/acetamidomethyl_benzamidine_out.pdbqt
phosphate_benzamidine,-6.5,1.8173391812865503,16.406111111111116,19.815093567251463,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/phosphate_benzamidine_out.pdbqt
quinolinyl_benzamidine,-7.9,2.279388888888889,16.28748484848485,22.09632323232323,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/quinolinyl_benzamidine_out.pdbqt
thienyl_benzamidine,-6.2,0.5604771241830062,15.036222222222216,23.155464052287574,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/thienyl_benzamidine_out.pdbqt
furyl_benzamidine,-6.3,3.2057777777777767,16.175071895424836,24.217941176470596,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/furyl_benzamidine_out.pdbqt
imidazolyl_benzamidine,-6.5,3.6068765432098755,16.057339506172834,24.02117901234569,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/imidazolyl_benzamidine_out.pdbqt
pyrazolyl_benzamidine,-6.7,2.278691358024691,16.502018518518522,19.698228395061737,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyrazolyl_benzamidine_out.pdbqt
oxazolyl_benzamidine,-6.4,2.974947712418301,15.452620915032675,26.176457516339866,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/oxazolyl_benzamidine_out.pdbqt
thiazolyl_benzamidine,-6.3,1.7007647058823525,15.548222222222217,22.664954248366023,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/thiazolyl_benzamidine_out.pdbqt
pyrimidyl_benzamidine,-6.5,1.907611111111111,16.332055555555563,19.921895061728392,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyrimidyl_benzamidine_out.pdbqt
pyrazinyl_benzamidine,-6.5,1.9851234567901233,16.41049382716049,20.027709876543224,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyrazinyl_benzamidine_out.pdbqt
pyridazinyl_benzamidine,-6.6,3.3419567901234557,16.57791975308642,21.973339506172838,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/pyridazinyl_benzamidine_out.pdbqt
cyclohexoxy_benzamidine,-7.0,3.282959064327485,16.73301169590642,19.954116959064322,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/cyclohexoxy_benzamidine_out.pdbqt
phenethylthio_benzamidine,-7.3,4.835698412698415,16.084550264550266,19.335354497354494,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/phenethylthio_benzamidine_out.pdbqt
trifluoroacetyl_benzamidine,-6.6,2.6214814814814824,15.522851851851854,21.394981481481487,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/trifluoroacetyl_benzamidine_out.pdbqt
dimethylcarbamoyl_benzamidine,-6.3,1.886980392156864,16.108699346405235,20.66515686274512,/global/cfs/cdirs/m3288/suman/CADD_workspace/CADD_flow/results/1PPB/vina_out/dimethylcarbamoyl_benzamidine_out.pdbqt
